,Gr Liv Area,Total Bsmt SF,Garage Cars,Garage Area,Year Built,Year Remod/Add,TotRms AbvGrd,Mas Vnr Area,Fireplaces,Lot Frontage,Lot Area,porch_deck_sqft,all_baths_count,Neighborhood,MS Zoning,Bldg Type,Mas Vnr Type,House Style,Foundation,Sale Type,Overall Qual,Overall Cond,Exter Qual,Bsmt Qual,Heating QC,Kitchen Qual,Functional,Electrical,Garage Qual,SalePrice
906,1652,1652.0,2.0,840.0,2006,2007,6,300.0,2,108.0,13173,506,3.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,325000
907,1040,960.0,2.0,616.0,1978,1978,6,200.0,1,75.24528301886792,7176,311,2.0,Sawyer,RL,1Fam,BrkFace,SLvl,CBlock,WD ,6,6,TA,TA,Fa,TA,Typ,SBrkr,TA,160500
908,3820,0.0,2.0,624.0,1959,1996,11,0.0,2,123.0,47007,372,4.0,Edwards,RL,1Fam,None,1Story,Slab,WD ,5,7,TA,None,TA,Ex,Typ,SBrkr,TA,284700
909,660,0.0,0.0,0.0,1947,1950,5,0.0,0,75.24528301886792,9000,100,1.0,Sawyer,RL,1Fam,None,1Story,Slab,WD ,2,2,TA,None,Fa,Fa,Min2,SBrkr,No Garage,63900
910,1495,738.0,2.0,440.0,2006,2006,7,0.0,1,62.0,8857,130,3.0,Gilbert,RL,1Fam,None,2Story,PConc,New,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,171925
911,1531,756.0,1.0,209.0,1947,1979,8,0.0,1,50.0,9350,0,1.0,Edwards,RL,1Fam,None,1.5Fin,CBlock,WD ,4,6,TA,TA,Ex,TA,Typ,SBrkr,Fa,127000
912,1857,945.0,2.0,482.0,1978,1978,8,68.0,1,81.0,10530,505,3.0,NWAmes,RL,1Fam,BrkFace,2Story,CBlock,WD ,7,5,TA,TA,TA,TA,Typ,SBrkr,TA,188900
913,1353,1259.0,2.0,478.0,1979,1999,5,253.0,1,80.0,10400,381,3.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,5,TA,Gd,Ex,TA,Typ,SBrkr,TA,192350
914,1716,810.0,2.0,672.0,1915,2004,8,0.0,0,60.0,9144,195,2.0,BrkSide,RL,1Fam,None,1.5Fin,BrkTil,WD ,6,4,TA,TA,Ex,Gd,Typ,SBrkr,TA,162500
915,1200,600.0,2.0,480.0,2004,2004,4,120.0,0,30.0,3215,172,3.0,Somerst,FV,TwnhsE,BrkFace,2Story,PConc,ConLD,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,155000
916,1052,1052.0,1.0,311.0,1963,1963,6,203.0,0,80.0,10800,133,2.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,COD,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,127000
917,2075,1148.0,2.0,473.0,1993,1993,8,194.0,1,78.0,10530,321,4.0,NWAmes,RL,1Fam,BrkFace,2Story,PConc,WD ,7,6,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,255000
918,1510,1510.0,2.0,517.0,1967,1967,6,268.0,0,88.0,9680,244,3.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,TA,Ex,Gd,Typ,SBrkr,TA,178900
919,1479,1645.0,2.0,578.0,1987,1989,7,310.0,1,125.0,14419,462,5.0,Timber,RL,1Fam,BrkFace,SLvl,PConc,WD ,7,5,TA,Gd,Ex,Gd,Min1,SBrkr,TA,213500
920,1736,1736.0,3.0,834.0,2008,2008,7,302.0,1,95.0,11578,409,2.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,360000
921,1405,1405.0,2.0,478.0,2003,2003,6,163.0,1,48.0,3480,184,2.0,NridgHt,RL,TwnhsE,Stone,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,173000
922,2200,1272.0,0.0,0.0,1900,2003,9,0.0,0,67.0,8777,70,6.0,Edwards,RL,Duplex,None,1.5Fin,CBlock,WD ,5,7,TA,TA,Gd,TA,Typ,SBrkr,No Garage,145900
923,1208,1208.0,2.0,632.0,2005,2005,6,0.0,0,64.0,7488,163,2.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,183600
924,919,600.0,1.0,231.0,1940,1950,5,0.0,0,65.0,6001,45,1.0,SWISU,RL,1Fam,None,1.5Fin,CBlock,WD ,6,5,TA,Fa,Ex,TA,Typ,SBrkr,TA,95000
925,1482,384.0,2.0,392.0,1992,1992,7,170.0,1,73.04838709677419,9125,125,3.0,Gilbert,RL,1Fam,BrkFace,SLvl,PConc,WD ,7,5,TA,Gd,Gd,Gd,Typ,SBrkr,TA,163900
926,2048,1958.0,2.0,776.0,1976,1976,9,0.0,0,77.3061224489796,12760,0,3.0,Mitchel,RL,Duplex,None,1Story,CBlock,ConLD,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,170000
927,960,960.0,1.0,308.0,1920,1950,5,0.0,0,50.0,6000,168,1.0,OldTown,RM,1Fam,None,1Story,PConc,WD ,4,4,TA,TA,Gd,Fa,Typ,FuseA,TA,108500
928,1324,741.0,1.0,180.0,1930,1984,7,0.0,0,51.0,6120,55,1.0,BrkSide,RM,1Fam,None,1.5Fin,BrkTil,WD ,5,7,TA,TA,Gd,Gd,Typ,SBrkr,Fa,110000
929,1573,1573.0,2.0,544.0,2002,2002,6,110.0,0,67.0,9808,72,3.0,CollgCr,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,227000
930,1282,672.0,1.0,240.0,1942,1979,4,0.0,0,59.0,4484,88,2.0,SWISU,RL,2fmCon,None,1.5Fin,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,108500
931,1040,1040.0,2.0,576.0,1996,1996,6,0.0,0,82.0,12464,168,2.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,5,5,TA,Gd,Gd,Gd,Typ,SBrkr,TA,152000
932,1680,880.0,2.0,540.0,1988,2007,5,260.0,1,66.28205128205128,21695,518,3.0,Crawfor,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,9,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,222000
933,1347,1117.0,0.0,0.0,1910,1991,5,0.0,0,70.0,7000,233,2.0,Edwards,RL,2fmCon,None,2Story,CBlock,WD ,5,7,TA,Gd,TA,TA,Typ,SBrkr,No Garage,107500
934,1480,1480.0,2.0,620.0,2003,2009,7,506.0,0,70.0,8197,325,3.0,NAmes,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,214000
935,1236,1070.0,1.0,447.0,1957,1996,6,64.0,1,72.0,10011,0,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,TA,TA,Gd,Min1,SBrkr,TA,134450
936,1492,738.0,2.0,440.0,2006,2006,8,0.0,0,65.0,10237,32,3.0,Gilbert,RL,1Fam,None,2Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,169985
937,1104,1104.0,1.0,384.0,1956,1958,5,0.0,0,75.0,10425,0,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,Gd,TA,Typ,SBrkr,TA,133000
938,1892,982.0,2.0,431.0,2000,2001,8,647.0,1,71.0,8220,108,3.0,Gilbert,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,TA,Typ,SBrkr,TA,226750
939,2060,992.0,2.0,390.0,1999,1999,8,298.0,1,73.04838709677419,8755,168,4.0,Gilbert,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,214000
940,2630,1470.0,3.0,696.0,1998,1998,8,473.0,1,80.0,9200,66,4.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,8,5,Gd,Gd,Gd,Gd,Typ,SBrkr,TA,315000
941,865,660.0,1.0,216.0,1920,1995,4,0.0,1,62.0,10042,84,2.0,Edwards,RL,1Fam,None,1.5Fin,BrkTil,WD ,6,8,TA,TA,TA,TA,Typ,SBrkr,TA,108500
942,2183,1204.0,3.0,786.0,1988,1988,9,178.0,0,80.57142857142857,13837,0,3.0,NWAmes,RL,1Fam,BrkFace,1.5Fin,PConc,WD ,7,5,Gd,Gd,Gd,Gd,Typ,SBrkr,TA,229000
943,1072,547.0,2.0,525.0,2005,2005,5,76.0,0,35.0,3675,44,2.0,Edwards,RM,TwnhsE,Stone,SFoyer,PConc,WD ,6,5,TA,Gd,Ex,Gd,Typ,SBrkr,TA,140000
944,914,914.0,1.0,368.0,1970,2002,5,32.0,0,66.0,7920,120,1.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,5,TA,TA,Ex,Ex,Typ,SBrkr,TA,133000
945,1123,732.0,1.0,264.0,1939,1950,4,0.0,0,50.0,6060,140,1.0,IDOTRR,RM,1Fam,None,1.5Fin,PConc,WD ,4,5,TA,TA,Gd,TA,Typ,SBrkr,TA,100000
946,2009,989.0,2.0,400.0,1939,1950,7,0.0,1,52.0,6240,20,2.0,BrkSide,RM,1Fam,None,1.5Fin,BrkTil,WD ,7,5,TA,TA,TA,TA,Min2,SBrkr,TA,150000
947,2646,1748.0,2.0,550.0,1974,1974,9,145.0,4,100.0,14330,741,5.0,Veenker,RL,1Fam,BrkFace,SLvl,CBlock,WD ,7,4,Gd,Gd,Gd,Gd,Mod,SBrkr,TA,260000
948,1108,637.0,1.0,280.0,1930,1950,6,0.0,1,57.0,7449,205,1.0,IDOTRR,RM,1Fam,None,1.5Unf,PConc,WD ,7,7,TA,TA,Ex,Gd,Typ,FuseF,TA,139400
949,1694,392.0,2.0,398.0,1994,1994,7,32.0,1,73.04838709677419,10147,320,3.0,Gilbert,RL,1Fam,BrkFace,SLvl,PConc,WD ,6,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,160000
950,1057,1057.0,2.0,576.0,1962,1962,6,0.0,0,70.0,7420,0,1.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,132000
951,1795,900.0,3.0,782.0,2006,2006,8,121.0,1,84.0,10603,213,4.0,Somerst,FV,1Fam,Stone,2Story,PConc,WD ,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,270000
952,1242,484.0,1.0,336.0,1946,1950,4,0.0,0,84.0,17808,0,1.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,4,5,TA,TA,TA,TA,Mod,SBrkr,TA,109900
953,2253,1209.0,2.0,575.0,2005,2006,8,0.0,1,103.0,12867,385,3.0,NridgHt,RL,1Fam,None,2Story,PConc,New,8,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,344133
954,1526,1013.0,0.0,0.0,1915,1982,6,0.0,0,105.0,8470,156,1.0,IDOTRR,C (all),1Fam,None,1.5Fin,CBlock,ConLD,3,2,Fa,TA,TA,Fa,Typ,SBrkr,No Garage,85000
955,1229,1134.0,1.0,284.0,1956,1956,6,0.0,0,64.88297872340425,17140,0,1.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,4,6,TA,TA,Ex,TA,Typ,FuseA,TA,135000
956,1944,672.0,1.0,216.0,1915,1994,8,0.0,0,68.0,9928,52,2.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,7,8,TA,TA,Fa,TA,Min2,SBrkr,TA,179900
957,1650,1632.0,2.0,518.0,1958,1958,6,0.0,2,80.08695652173913,50102,138,2.0,Timber,RL,1Fam,None,1Story,CBlock,WD ,6,5,TA,Gd,TA,TA,Typ,SBrkr,TA,250764
958,1040,1040.0,1.0,286.0,1959,1959,6,0.0,0,70.0,7560,392,1.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,FuseA,TA,133700
959,2031,1128.0,2.0,577.0,2002,2002,7,0.0,1,75.0,9473,211,4.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,237000
960,1600,1566.0,3.0,890.0,2007,2007,7,640.0,1,110.0,14230,56,2.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,256300
961,720,448.0,1.0,280.0,1900,1998,5,0.0,0,60.0,7008,70,1.0,OldTown,RL,1Fam,None,1.5Fin,BrkTil,WD ,4,8,TA,Fa,Ex,Fa,Typ,SBrkr,Fa,86900
962,845,845.0,2.0,360.0,1982,2006,4,0.0,0,69.0,7599,0,2.0,Mitchel,RL,1Fam,None,1Story,CBlock,WD ,4,6,TA,TA,TA,TA,Typ,SBrkr,TA,129500
963,2696,2846.0,3.0,958.0,2003,2004,10,1095.0,2,110.0,14300,370,4.0,NridgHt,RL,1Fam,BrkFace,1Story,PConc,WD ,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,500000
964,1824,1824.0,2.0,484.0,1957,1957,9,0.0,0,76.0,12436,0,2.0,NAmes,RL,Duplex,None,1Story,CBlock,WD ,5,5,TA,TA,Fa,TA,Typ,FuseA,TA,146000
965,952,952.0,1.0,288.0,1968,1968,5,86.0,0,66.0,8300,0,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,6,TA,TA,Gd,TA,Typ,SBrkr,TA,128500
966,1710,1710.0,3.0,866.0,2007,2008,6,436.0,1,107.0,13891,102,3.0,NridgHt,RL,1Fam,Stone,1Story,PConc,New,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,372402
967,1535,0.0,2.0,400.0,1979,1979,8,0.0,0,64.0,7018,0,2.0,SawyerW,RL,Duplex,None,1Story,Slab,WD ,5,5,TA,None,TA,TA,Typ,SBrkr,TA,118858
968,1337,1237.0,2.0,405.0,1998,1998,5,443.0,0,32.0,4500,199,3.0,Mitchel,RM,TwnhsE,BrkFace,1Story,PConc,WD ,6,5,TA,Ex,Ex,TA,Typ,SBrkr,TA,153500
969,2035,884.0,2.0,434.0,2001,2001,8,180.0,1,73.04838709677419,9505,192,3.0,Gilbert,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,222500
970,1729,860.0,2.0,542.0,2002,2002,7,214.0,0,65.0,8158,449,3.0,CollgCr,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,200000
971,2448,1438.0,2.0,441.0,1962,1998,9,0.0,2,74.88947368421053,18275,622,4.0,NAmes,RL,1Fam,None,2Story,CBlock,WD ,7,8,TA,TA,TA,TA,Typ,SBrkr,TA,277500
972,1593,1593.0,2.0,682.0,2001,2002,5,0.0,1,41.0,4923,344,3.0,StoneBr,RL,TwnhsE,None,1Story,PConc,WD ,8,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,286000
973,640,0.0,1.0,240.0,1945,2007,5,0.0,0,67.0,8777,0,1.0,Edwards,RL,1Fam,None,1Story,CBlock,ConLD,3,6,TA,None,TA,TA,Min1,SBrkr,TA,84900
974,1248,624.0,0.0,0.0,1920,1950,8,0.0,0,33.0,5976,386,2.0,OldTown,RM,Duplex,None,2Story,PConc,WD ,5,7,TA,TA,Gd,TA,Typ,FuseA,No Garage,93500
975,1577,972.0,1.0,312.0,1939,1950,6,0.0,1,65.0,6435,0,1.0,BrkSide,RL,1Fam,None,1.5Fin,BrkTil,WD ,6,5,TA,TA,Gd,Fa,Typ,SBrkr,TA,140200
976,1325,409.0,2.0,576.0,1948,2005,6,0.0,1,64.88297872340425,17541,42,2.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,5,7,TA,TA,Ex,Gd,Typ,SBrkr,TA,216000
977,1995,930.0,2.0,610.0,1995,1996,8,0.0,1,90.0,11250,445,4.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,237000
978,1240,1240.0,3.0,826.0,2006,2006,5,0.0,0,74.0,8556,233,2.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,194000
979,1067,1067.0,2.0,436.0,1950,1995,4,0.0,0,60.0,9600,290,2.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,4,7,TA,Gd,TA,Gd,Min2,SBrkr,TA,128000
980,1804,994.0,2.0,442.0,1999,1999,7,0.0,1,60.0,7500,200,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,7,5,TA,TA,Gd,Gd,Typ,SBrkr,TA,189000
981,1716,880.0,2.0,512.0,1996,1996,7,0.0,1,70.0,8750,120,3.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,191000
982,1152,0.0,0.0,0.0,1955,1955,6,58.0,0,74.0,6845,0,2.0,Edwards,RL,Duplex,BrkCmn,1Story,Slab,WD ,4,5,TA,None,TA,TA,Typ,FuseF,No Garage,82500
983,796,796.0,1.0,336.0,1972,1972,4,0.0,0,50.0,7689,138,2.0,Mitchel,RL,1Fam,None,SFoyer,CBlock,WD ,5,8,TA,Gd,Gd,TA,Typ,SBrkr,TA,131900
984,2057,1017.0,1.0,180.0,1936,1987,6,0.0,1,86.0,11500,322,2.0,Crawfor,RL,1Fam,None,1.5Fin,CBlock,WD ,7,7,Gd,Gd,Gd,Gd,Typ,SBrkr,Fa,250000
985,1344,672.0,2.0,456.0,1929,1990,6,0.0,1,64.83177570093459,5700,70,3.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,7,6,TA,TA,Gd,Gd,Typ,FuseA,TA,140000
986,756,660.0,2.0,440.0,1927,1950,4,0.0,0,94.0,9259,80,1.0,Sawyer,RL,1Fam,None,1Story,BrkTil,WD ,4,4,TA,Fa,TA,TA,Typ,SBrkr,TA,85000
987,1496,1296.0,2.0,450.0,1960,1960,6,203.0,0,80.0,9600,22,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,Fa,TA,TA,Gd,Typ,SBrkr,TA,141500
988,1336,637.0,1.0,570.0,1920,1950,7,0.0,0,60.0,11040,167,2.0,IDOTRR,C (all),1Fam,None,1.5Fin,CBlock,COD,4,6,TA,TA,Gd,TA,Typ,SBrkr,TA,108000
989,764,680.0,2.0,504.0,1925,2004,4,0.0,0,30.0,5232,0,1.0,OldTown,RM,1Fam,None,1Story,BrkTil,WD ,5,5,TA,Fa,Gd,TA,Typ,FuseP,TA,73000
990,848,848.0,2.0,420.0,2004,2004,3,169.0,1,37.0,4435,140,2.0,CollgCr,RM,TwnhsE,BrkFace,1Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,155900
991,2775,1237.0,2.0,880.0,1893,2000,9,0.0,1,75.0,13500,607,4.0,OldTown,RM,1Fam,None,2.5Unf,BrkTil,WD ,10,9,Ex,TA,Gd,Gd,Typ,SBrkr,Gd,325000
992,1055,1061.0,1.0,319.0,1978,1978,4,0.0,0,24.0,2304,140,2.0,NPkVill,RL,Twnhs,None,1Story,CBlock,WD ,7,7,TA,Gd,TA,TA,Typ,SBrkr,TA,142500
993,1598,848.0,2.0,433.0,2004,2005,7,0.0,1,59.0,9171,148,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,201490
994,1479,1468.0,2.0,577.0,1999,2000,6,125.0,0,93.0,9382,145,2.0,CollgCr,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,191000
995,1164,1164.0,1.0,240.0,1950,1950,5,0.0,0,68.0,10880,48,2.0,Edwards,RL,2fmCon,None,1Story,CBlock,ConLD,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,125000
996,480,480.0,1.0,308.0,1949,1950,4,0.0,0,50.0,9000,0,1.0,IDOTRR,C (all),1Fam,None,1Story,CBlock,WD ,2,3,TA,TA,TA,TA,Typ,FuseA,TA,35311
997,2643,2153.0,3.0,694.0,2006,2006,9,772.0,1,105.0,13693,498,3.0,NridgHt,RL,1Fam,BrkFace,2Story,PConc,WD ,9,5,Ex,Gd,Ex,Ex,Typ,SBrkr,TA,380000
998,2640,2171.0,3.0,1008.0,1925,1975,10,0.0,1,94.0,22136,827,5.0,OldTown,RL,2fmCon,None,1.5Fin,CBlock,WD ,5,5,TA,TA,TA,TA,Maj1,SBrkr,TA,180000
999,1430,1413.0,2.0,605.0,2001,2002,6,0.0,0,67.0,16285,33,2.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,187100
1000,1014,0.0,1.0,267.0,1956,1956,6,0.0,0,74.0,7785,240,1.0,NAmes,RL,1Fam,None,1Story,Slab,WD ,5,5,TA,None,TA,TA,Typ,SBrkr,TA,98000
1001,1466,1466.0,2.0,528.0,1959,1959,6,132.0,2,134.0,17755,240,2.0,Edwards,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,4,TA,TA,TA,Fa,Typ,SBrkr,TA,149900
1002,1419,1487.0,2.0,543.0,2002,2002,4,0.0,0,26.0,8773,264,3.0,NAmes,RH,TwnhsE,None,1Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,190000
1003,1152,1092.0,1.0,300.0,1950,2004,6,0.0,1,80.0,14000,36,2.0,Crawfor,RL,1Fam,None,1Story,CBlock,WD ,6,8,TA,TA,Ex,Gd,Typ,SBrkr,TA,158500
1004,825,825.0,1.0,350.0,1954,1954,4,0.0,0,60.0,7200,0,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,7,TA,TA,TA,TA,Typ,FuseA,TA,109500
1005,2332,1682.0,3.0,846.0,2007,2008,9,272.0,1,96.0,12474,330,4.0,NridgHt,RL,1Fam,Stone,2Story,PConc,New,10,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,426000
1006,1180,1180.0,2.0,477.0,1970,1970,6,0.0,0,74.88947368421053,7830,45,2.0,NAmes,RL,1Fam,None,1Story,CBlock,COD,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,128000
1007,1764,928.0,2.0,470.0,1997,1997,7,0.0,0,65.0,15426,375,4.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,6,5,TA,Gd,Ex,Gd,Typ,SBrkr,TA,231500
1008,1774,1095.0,3.0,779.0,1900,1950,8,0.0,0,60.0,9600,90,3.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,4,2,TA,TA,Fa,TA,Min2,SBrkr,Fa,87000
1009,988,526.0,1.0,297.0,1973,2006,5,0.0,0,21.0,1974,221,2.0,MeadowV,RM,Twnhs,None,SFoyer,CBlock,WD ,4,7,TA,Gd,Gd,TA,Typ,SBrkr,TA,105000
1010,1600,0.0,1.0,270.0,1951,1951,6,0.0,0,125.0,31250,135,2.0,Mitchel,A (agr),1Fam,None,1Story,CBlock,WD ,1,3,TA,None,TA,TA,Mod,FuseA,Fa,81500
1011,1968,774.0,3.0,680.0,2009,2010,8,84.0,1,92.0,12003,75,3.0,Timber,RL,1Fam,BrkFace,2Story,PConc,New,8,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,269500
1012,1929,1057.0,2.0,650.0,2001,2001,7,0.0,1,64.17021276595744,7050,235,4.0,Somerst,FV,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,226000
1013,864,864.0,2.0,576.0,1971,1971,5,0.0,0,63.0,7560,0,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,123000
1014,2526,1165.0,3.0,844.0,1994,1994,8,391.0,1,92.0,10120,387,4.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,290000
1015,1716,780.0,0.0,0.0,1912,2000,9,0.0,0,55.0,5687,184,3.0,SWISU,RL,2fmCon,None,2Story,PConc,WD ,5,6,TA,TA,Ex,Fa,Typ,SBrkr,No Garage,135900
1016,1658,1614.0,3.0,726.0,2008,2008,7,294.0,1,78.0,10206,188,3.0,Somerst,RL,1Fam,BrkFace,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,257500
1017,1604,984.0,2.0,660.0,1941,1960,6,0.0,0,60.0,10998,68,2.0,Edwards,RL,1Fam,None,1.5Fin,CBlock,WD ,5,5,TA,TA,Ex,TA,Min2,SBrkr,TA,117000
1018,1196,684.0,2.0,528.0,1920,2000,7,0.0,0,67.0,12354,46,1.0,Edwards,RL,1Fam,None,1.5Fin,BrkTil,ConLI,6,8,TA,TA,Gd,Gd,Typ,SBrkr,TA,110000
1019,884,884.0,1.0,240.0,1939,1950,5,0.0,0,51.0,6120,136,1.0,BrkSide,RM,1Fam,None,1.5Unf,BrkTil,WD ,5,7,Gd,TA,Ex,TA,Typ,SBrkr,TA,113000
1020,969,969.0,2.0,440.0,1975,1975,5,0.0,0,120.0,10356,0,2.0,CollgCr,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,122000
1021,1020,1024.0,1.0,288.0,1965,1965,5,0.0,0,75.24528301886792,9316,171,2.0,Sawyer,RL,1Fam,None,1Story,CBlock,Oth,5,5,TA,TA,Gd,TA,Typ,SBrkr,TA,124100
1022,2350,973.0,2.0,393.0,1920,1960,10,0.0,0,60.0,9600,219,2.0,OldTown,RM,2fmCon,None,2Story,BrkTil,WD ,5,5,TA,TA,TA,TA,Typ,FuseP,TA,130000
1023,1442,1424.0,2.0,500.0,1990,1990,5,0.0,0,99.0,11851,542,2.0,Gilbert,RL,1Fam,None,1Story,PConc,WD ,7,5,TA,Gd,Ex,TA,Typ,SBrkr,TA,180500
1024,1789,858.0,2.0,546.0,2001,2001,7,513.0,1,79.0,10646,0,4.0,Somerst,FV,1Fam,BrkFace,2Story,PConc,WD ,7,5,TA,TA,Ex,TA,Typ,SBrkr,TA,223000
1025,1445,676.0,2.0,484.0,1900,1993,6,0.0,0,82.0,14235,59,2.0,SawyerW,RL,1Fam,None,1.5Fin,PConc,WD ,6,8,TA,Fa,TA,TA,Typ,SBrkr,TA,138500
1026,1444,1431.0,2.0,577.0,2002,2001,6,68.0,0,65.0,10739,184,3.0,CollgCr,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,203000
1027,1548,1365.0,2.0,388.0,2004,2004,7,18.0,1,47.46153846153846,3072,163,3.0,Blmngtn,RM,TwnhsE,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,225000
1028,930,911.0,1.0,286.0,1953,1953,5,115.0,0,68.0,9520,134,1.0,Edwards,RL,1Fam,Stone,1Story,CBlock,WD ,4,5,TA,Gd,TA,TA,Typ,SBrkr,TA,99000
1029,1220,1625.0,2.0,944.0,1971,1971,6,176.0,1,128.0,13001,249,3.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,170000
1030,1600,916.0,2.0,460.0,1997,1997,7,0.0,1,57.0,8773,138,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,169000
